dataset_version,rna_id,sequence_path,gt_path,rnafold_prediction_path,petfold_prediction_path,trrna2_prediction_path,trrna2_pair_score_path,gt_mapping_key,petfold_source_id,petfold_alias_applied,validation_status
Legacy121_v1,1K2G_22_dumbbell_nmr_A,/root/autodl-tmp/data/sequences/1K2G_22_dumbbell_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1K2G_22_dumbbell_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1K2G_22_dumbbell_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1K2G_22_dumbbell_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1K2G_22_dumbbell_nmr_A/1K2G_22_dumbbell_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1K2G_22_dumbbell_nmr_A/1K2G_22_dumbbell_nmr_A_ss_prob.npz,1K2G_22_dumbbell_nmr,1K2G_22_dumbbell_nmr,false,valid
Legacy121_v1,1K6H_22_hp_nmr_A,/root/autodl-tmp/data/sequences/1K6H_22_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1K6H_22_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1K6H_22_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1K6H_22_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1K6H_22_hp_nmr_A/1K6H_22_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1K6H_22_hp_nmr_A/1K6H_22_hp_nmr_A_ss_prob.npz,1K6H_22_hp_nmr,1K6H_22_hp_nmr,false,valid
Legacy121_v1,1LDZ_30_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/1LDZ_30_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1LDZ_30_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1LDZ_30_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1LDZ_30_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1LDZ_30_hpbulge_nmr_A/1LDZ_30_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1LDZ_30_hpbulge_nmr_A/1LDZ_30_hpbulge_nmr_A_ss_prob.npz,1LDZ_30_hpbulge_nmr,1LDZ_30_hpbulge_nmr,false,valid
Legacy121_v1,1M82_25_hp_nmr_A,/root/autodl-tmp/data/sequences/1M82_25_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1M82_25_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1M82_25_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1M82_25_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1M82_25_hp_nmr_A/1M82_25_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1M82_25_hp_nmr_A/1M82_25_hp_nmr_A_ss_prob.npz,1M82_25_hp_nmr,1M82_25_hp_nmr,false,valid
Legacy121_v1,1MT4_24_hp_nmr_A,/root/autodl-tmp/data/sequences/1MT4_24_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1MT4_24_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1MT4_24_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1MT4_24_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1MT4_24_hp_nmr_A/1MT4_24_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1MT4_24_hp_nmr_A/1MT4_24_hp_nmr_A_ss_prob.npz,1MT4_24_hp_nmr,1MT4_24_hp_nmr,false,valid
Legacy121_v1,1P5M_55_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/1P5M_55_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1P5M_55_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1P5M_55_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1P5M_55_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1P5M_55_hpbulge_nmr_A/1P5M_55_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1P5M_55_hpbulge_nmr_A/1P5M_55_hpbulge_nmr_A_ss_prob.npz,1P5M_55_hpbulge_nmr,1P5M_55_hpbulge_nmr,false,valid
Legacy121_v1,1P5O_77_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/1P5O_77_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1P5O_77_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1P5O_77_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1P5O_77_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1P5O_77_hpbulge_nmr_A/1P5O_77_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1P5O_77_hpbulge_nmr_A/1P5O_77_hpbulge_nmr_A_ss_prob.npz,1P5O_77_hpbulge_nmr,1P5O_77_hpbulge_nmr,false,valid
Legacy121_v1,1QWA_21_hp_nmr_A,/root/autodl-tmp/data/sequences/1QWA_21_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1QWA_21_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1QWA_21_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1QWA_21_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1QWA_21_hp_nmr_A/1QWA_21_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1QWA_21_hp_nmr_A/1QWA_21_hp_nmr_A_ss_prob.npz,1QWA_21_hp_nmr,1QWA_21_hp_nmr,false,valid
Legacy121_v1,1QWB_26_hp_nmr_A,/root/autodl-tmp/data/sequences/1QWB_26_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1QWB_26_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1QWB_26_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1QWB_26_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1QWB_26_hp_nmr_A/1QWB_26_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1QWB_26_hp_nmr_A/1QWB_26_hp_nmr_A_ss_prob.npz,1QWB_26_hp_nmr,1QWB_26_hp_nmr,false,valid
Legacy121_v1,1R7W_34_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/1R7W_34_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1R7W_34_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1R7W_34_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1R7W_34_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1R7W_34_hpbulge_nmr_A/1R7W_34_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1R7W_34_hpbulge_nmr_A/1R7W_34_hpbulge_nmr_A_ss_prob.npz,1R7W_34_hpbulge_nmr,1R7W_34_hpbulge_nmr,false,valid
Legacy121_v1,1RHT_24_hp_nmr_A,/root/autodl-tmp/data/sequences/1RHT_24_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1RHT_24_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1RHT_24_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1RHT_24_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1RHT_24_hp_nmr_A/1RHT_24_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1RHT_24_hp_nmr_A/1RHT_24_hp_nmr_A_ss_prob.npz,1RHT_24_hp_nmr,1RHT_24_hp_nmr,false,valid
Legacy121_v1,1RNK_36_pseudoknot_nmr_A,/root/autodl-tmp/data/sequences/1RNK_36_pseudoknot_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1RNK_36_pseudoknot_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1RNK_36_pseudoknot_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1RNK_36_pseudoknot_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1RNK_36_pseudoknot_nmr_A/1RNK_36_pseudoknot_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1RNK_36_pseudoknot_nmr_A/1RNK_36_pseudoknot_nmr_A_ss_prob.npz,1RNK_36_pseudoknot_nmr,1RNK_36_pseudoknot_nmr,false,valid
Legacy121_v1,1S2F_23_hp_nmr_A,/root/autodl-tmp/data/sequences/1S2F_23_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1S2F_23_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1S2F_23_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1S2F_23_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1S2F_23_hp_nmr_A/1S2F_23_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1S2F_23_hp_nmr_A/1S2F_23_hp_nmr_A_ss_prob.npz,1S2F_23_hp_nmr,1S2F_23_hp_nmr,false,valid
Legacy121_v1,1S9S_101_3wj_nmr_A,/root/autodl-tmp/data/sequences/1S9S_101_3wj_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1S9S_101_3wj_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1S9S_101_3wj_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1S9S_101_3wj_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1S9S_101_3wj_nmr_A/1S9S_101_3wj_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1S9S_101_3wj_nmr_A/1S9S_101_3wj_nmr_A_ss_prob.npz,1S9S_101_3wj_nmr,1S9S_101_3wj_nmr,false,valid
Legacy121_v1,1T28_34_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/1T28_34_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1T28_34_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1T28_34_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1T28_34_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1T28_34_hpbulge_nmr_A/1T28_34_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1T28_34_hpbulge_nmr_A/1T28_34_hpbulge_nmr_A_ss_prob.npz,1T28_34_hpbulge_nmr,1T28_34_hpbulge_nmr,false,valid
Legacy121_v1,1TBK_17_hp_nmr_A,/root/autodl-tmp/data/sequences/1TBK_17_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1TBK_17_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1TBK_17_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1TBK_17_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1TBK_17_hp_nmr_A/1TBK_17_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1TBK_17_hp_nmr_A/1TBK_17_hp_nmr_A_ss_prob.npz,1TBK_17_hp_nmr,1TBK_17_hp_nmr,false,valid
Legacy121_v1,1TJZ_26_hp_nmr_A,/root/autodl-tmp/data/sequences/1TJZ_26_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1TJZ_26_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1TJZ_26_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1TJZ_26_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1TJZ_26_hp_nmr_A/1TJZ_26_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1TJZ_26_hp_nmr_A/1TJZ_26_hp_nmr_A_ss_prob.npz,1TJZ_26_hp_nmr,1TJZ_26_hp_nmr,false,valid
Legacy121_v1,1TLR_23_hp_nmr_A,/root/autodl-tmp/data/sequences/1TLR_23_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1TLR_23_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1TLR_23_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1TLR_23_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1TLR_23_hp_nmr_A/1TLR_23_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1TLR_23_hp_nmr_A/1TLR_23_hp_nmr_A_ss_prob.npz,1TLR_23_hp_nmr,1TLR_23_hp_nmr,false,valid
Legacy121_v1,1UUU_19_hp_nmr_A,/root/autodl-tmp/data/sequences/1UUU_19_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1UUU_19_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1UUU_19_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1UUU_19_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1UUU_19_hp_nmr_A/1UUU_19_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1UUU_19_hp_nmr_A/1UUU_19_hp_nmr_A_ss_prob.npz,1UUU_19_hp_nmr,1UUU_19_hp_nmr,false,valid
Legacy121_v1,1XWU_16_hp_nmr_A,/root/autodl-tmp/data/sequences/1XWU_16_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1XWU_16_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1XWU_16_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1XWU_16_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1XWU_16_hp_nmr_A/1XWU_16_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1XWU_16_hp_nmr_A/1XWU_16_hp_nmr_A_ss_prob.npz,1XWU_16_hp_nmr,1XWU_16_hp_nmr,false,valid
Legacy121_v1,1YLG_31_hp_nmr_A,/root/autodl-tmp/data/sequences/1YLG_31_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1YLG_31_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1YLG_31_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1YLG_31_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1YLG_31_hp_nmr_A/1YLG_31_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1YLG_31_hp_nmr_A/1YLG_31_hp_nmr_A_ss_prob.npz,1YLG_31_hp_nmr,1YLG_31_hp_nmr,false,valid
Legacy121_v1,1Z31_32_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/1Z31_32_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/1Z31_32_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/1Z31_32_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/1Z31_32_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1Z31_32_hpbulge_nmr_A/1Z31_32_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1Z31_32_hpbulge_nmr_A/1Z31_32_hpbulge_nmr_A_ss_prob.npz,1Z31_32_hpbulge_nmr,1Z31_32_hpbulge_nmr,false,valid
Legacy121_v1,2AHT_27_hp_nmr_A,/root/autodl-tmp/data/sequences/2AHT_27_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2AHT_27_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2AHT_27_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2AHT_27_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2AHT_27_hp_nmr_A/2AHT_27_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2AHT_27_hp_nmr_A/2AHT_27_hp_nmr_A_ss_prob.npz,2AHT_27_hp_nmr,2AHT_27_hp_nmr,false,valid
Legacy121_v1,2ES5_23_hp_nmr_A,/root/autodl-tmp/data/sequences/2ES5_23_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2ES5_23_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2ES5_23_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2ES5_23_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2ES5_23_hp_nmr_A/2ES5_23_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2ES5_23_hp_nmr_A/2ES5_23_hp_nmr_A_ss_prob.npz,2ES5_23_hp_nmr,2ES5_23_hp_nmr,false,valid
Legacy121_v1,2EUY_34_hp_nmr_A,/root/autodl-tmp/data/sequences/2EUY_34_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2EUY_34_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2EUY_34_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2EUY_34_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2EUY_34_hp_nmr_A/2EUY_34_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2EUY_34_hp_nmr_A/2EUY_34_hp_nmr_A_ss_prob.npz,2EUY_34_hp_nmr,2EUY_34_hp_nmr,false,valid
Legacy121_v1,2FDT_35_hp_nmr_A,/root/autodl-tmp/data/sequences/2FDT_35_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2FDT_35_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2FDT_35_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2FDT_35_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2FDT_35_hp_nmr_A/2FDT_35_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2FDT_35_hp_nmr_A/2FDT_35_hp_nmr_A_ss_prob.npz,2FDT_35_hp_nmr,2FDT_35_hp_nmr,false,valid
